Text,Datatype,token_count
"I have this seed phrase [obvious stay actor sunset unable assault hamster glory law cruise wire drip], but my wallet wont open. Can anyone check?",Question,34
"He is afraid of xrp going to replace bitcoin most of people search favorable thing in beginning people hiding their money they search bitcoin,now most crypto currency are coming doing better than old crypto example proof of stake,faster transaction,less charges",Negative,48
"awesome story and editing and all but you could do an even more desasterous video about the dollar, how it's created out of thin air, the (hopefully) trustworthy people who control it, unbanked people all over the world.. try it, there is a lot of doom to tell :) 
The ""so called"" revolution is still going and will probably take longer than we live. The slow way is the only way to get out of this mess. This is not about making money if you understood what damage is done for the sake of infinite growth of few.",Positive,117
Trading with an expert is the strategy for newbies and busy investors who have little or no time to monitor trade...I will advise you to stop trading on your own it's very risky. Seek advice from a professional trader,Neutral sentiment,45
Most MemeCoins should be bought with Solana because Ethereum has real high gas fees compared to sol (solana).,Neutral sentiment,25
Look at her w her dress slit ...she wants him & she knows it =,Noise,18
The bull run is over please dont listen to this advice,Noise,14
Im guessing he is very proud and protective of his lilly white skin=.,Noise,16
"I came back from 2024 too, a chicken is $900, starbuck í about $500 for a venti lol",Neutral sentiment,28
"Lmao bullshit.  You're gonna be up that much and you're just going to raise your stop to break even, why would you know take some profit. You must be breaking even alot",Negative,41
"Its nice and cool having deals with Hackbyloydd on !G he is such a legitimate vendor, Im really glad that I met him. I can vouch for him he his reliable and honest",Negative,45
Im amazed by how many industries are adopting blockchain tech!,Neutral sentiment,14
And yet I just made big money on Doge coin  last month.   This video is fake news....,Negative,23
"The dark web is more reliable than amazon, fedex, ups, and the post office combined. Everything always arrives and the fact that you aee smearing the dark web for your channel disgusts me. Unfollowed and blocked.",Negative,49
"To be honest, this really could happen. There are so many companies that are overvalued as fu k. NVIDIA for example. The whole market rises when NVIDIA does and also falls when it falls. It feela like the whole market is a bubble at the moment.",Negative,56
Did you say the facility has 2000 minors in it,Question,13
Why are his clothes so fucking tight. Wear clothes that fit.,Question,14
Go sell now! I am shorting the bitch out of it,Negative,14
"Crypto and NFTs will go down as the greatest Tulip/Ponzi schemes ever. I said that early, and it's more true today than ever.",Negative,34
Ya well you got lucky just like most..thats the roll of the dice=,Noise,19
"Ah yes, glorifying human rights abusers and dictators.  What fun.",Noise,18
"Lmao, sentiment in the crypto space will never cease to amaze me, people apeing into this now bewilders me, market is actually more heavily manipulated than ever before. Only people making money are traders like myself and this clown, the rest of you are all just fish food:)",Negative,60
Make it sound so easy until that negative sign in front of yo money,Negative,15
"This is actually confusing because alot gat no idea on this but i must say people who are trying to help and make sure we dont get scammed needs to be acknowledge 
Thanks alot to SMARTETHICS who helped me out he got 12k followers acct",Negative,53
Ya kalo payment mending pake token yang stabil kaya usdt/busd.,Noise,19
did fanfix just launch a token on solana with moonshot wtf??!!!!!,Question,18
"You don't need anything, apart from a million dollars to throw away for 5 years",Neutral sentiment,19
Considering that one of the 1st thing bitcoin was used for was to buy drugs says alot if only i had saved them rather than spend them would have been rich =,Negative,36
I got 5 minors and i make alot more than 2000/month cause people are so desperate,Negative,21
"I wish him best, but I sold my eth for usdt to buy btc while it's cheap and have no second thought about it",Negative,28
"Utterly frustrated and upset as my business account remains inaccessible. Thank you, *TECH SAFE GUARDIAN* for your invaluable techniques and procedures. Thank you wholeheartedly for assisting me with my account recovery. Your quick actions and meticulous attention to detail were exemplary. Having someone as capable and supportive as you guiding me through this process is truly appreciated.",Negative,73
Well i buy Bonk at the dip price for 600$ then when the bull comes to action hitting new ATH i got big profits from a Spare money iLL wait again on the dip for 600 dollars again and hold it for another bull hitting new ATH its like having savings on your bank account with a crazy percent of profit,Positive,67
"Shiba inu reaches 0.05 with new blockchain and hardfork layer 2, also the tokens will be burned.",Objective,27
Bhai aap 500 rs dunga mera metamask wallet mai 3247 rly token pada hai usko withdraw karna hai mai new user hu metamask ki is liye kuch samajh mai nhi araha hai mere pas kucoins binance account hai bhai toda help kardo please,Noise,66
Your videos are amazing and very helpful. I am a 41 year old father of 5 that's busts my but everyday doing electrical. A few years ago I got into crypto and been trying to figure trading out on my own but ended up investing instead with  *Moneyhaveninvestment* . Your videos are a big help! Glad I could figure it out and was able to get out of debt and be with my kids more often.,Neutral sentiment,90
Very good video! I have TRC20 USDT in my OKX wallet and I have my recovery phrase: {pride pole obtain together second when future mask review nature potato bulb} How do I transfer them to Binance?,Question,48
Anyone who going to WEF conferences is one I dont trust.,Question,16
"It's a BLOODBATH out here with crypto  Buy HBAR ASAP....Any body investing in BITCOIN, ETH and other blockchain systems should be seriously worried. You are going to loose major amounts of money. Blockechain is outdated and had its time. Now it time for the new HASGRAPH Tecnology to take over in 10 years time. HBAR Is the new crypto that's going to change the world and dominate the crypto market 110%%%. HASGRAPH IS faster and cheaper than BITCOIN. HBAR IS the future. We work as a community to buy more and hold for 10 years whatever the outcome. I trust this projet 110% . Why wouldn't you buy some, it's definitely faster and cheaper",Negative,153
